hora,dia_semana,mes,estacion,total_sismos,magnitud_promedio
2,Tuesday,4,primavera,201,3.5601990049751246
2,Monday,3,primavera,201,3.616915422885572
13,Tuesday,1,invierno,201,3.51044776119403
13,Tuesday,9,otono,201,3.406965174129353
0,Sunday,8,verano,201,3.548258706467662
21,Saturday,12,invierno,201,3.4656716417910447
11,Sunday,1,invierno,201,3.4805970149253733
4,Thursday,1,invierno,201,3.5492537313432835
2,Wednesday,12,invierno,201,3.54228855721393
3,Thursday,12,invierno,201,3.462189054726368
6,Monday,2,invierno,201,3.490547263681592
5,Friday,11,otono,201,3.4363184079601994
21,Thursday,1,invierno,201,3.582587064676617
20,Tuesday,12,invierno,201,3.543781094527363
5,Sunday,4,primavera,201,3.6109452736318404
22,Monday,7,verano,201,3.537810945273632
6,Wednesday,1,invierno,201,3.5358208955223884
6,Friday,10,otono,200,3.437
23,Saturday,9,otono,200,3.4539999999999997
21,Wednesday,3,primavera,200,3.57
17,Tuesday,9,otono,200,3.2910000000000004
14,Friday,1,invierno,200,3.5825
21,Monday,3,primavera,200,3.5175
23,Thursday,3,primavera,200,3.565
14,Sunday,12,invierno,200,3.5265
19,Tuesday,11,otono,200,3.525
5,Saturday,12,invierno,200,3.4665
2,Tuesday,3,primavera,200,3.57
1,Wednesday,3,primavera,200,3.6264999999999996
4,Tuesday,11,otono,199,3.301005025125628
4,Thursday,4,primavera,199,3.6100502512562813
10,Wednesday,9,otono,199,3.1668341708542718
6,Saturday,12,invierno,199,3.375376884422111
3,Monday,6,verano,199,3.609547738693467
21,Sunday,3,primavera,199,3.5924623115577887
2,Thursday,4,primavera,199,3.658291457286432
23,Saturday,12,invierno,199,3.533668341708543
4,Friday,7,verano,199,3.5155778894472363
9,Sunday,1,invierno,199,3.514070351758794
20,Sunday,10,otono,199,3.3412060301507536
15,Sunday,2,invierno,199,3.478391959798995
2,Monday,11,otono,199,3.5547738693467337
23,Monday,7,verano,199,3.6055276381909547
5,Wednesday,3,primavera,199,3.601005025125628
21,Sunday,12,invierno,198,3.606060606060606
9,Monday,2,invierno,198,3.4525252525252528
9,Monday,9,otono,198,3.4737373737373733
9,Tuesday,9,otono,198,3.2323232323232323
3,Tuesday,3,primavera,198,3.5883838383838382
14,Monday,9,otono,198,3.482828282828283
15,Sunday,1,invierno,198,3.5348484848484847
2,Wednesday,7,verano,198,3.5363636363636366
1,Sunday,2,invierno,198,3.5176767676767677
11,Sunday,6,verano,198,3.581818181818182
22,Tuesday,7,verano,198,3.528787878787879
11,Friday,9,otono,198,3.3353535353535353
20,Friday,11,otono,198,3.5353535353535355
15,Sunday,9,otono,198,3.2772727272727273
9,Friday,1,invierno,198,3.545959595959596
9,Friday,12,invierno,198,3.557070707070707
4,Sunday,5,primavera,198,3.6585858585858584
17,Tuesday,1,invierno,198,3.534343434343434
20,Sunday,9,otono,198,3.340909090909091
4,Thursday,8,verano,198,3.6035353535353534
22,Wednesday,4,primavera,198,3.556565656565657
18,Wednesday,2,invierno,198,3.5212121212121215
19,Friday,1,invierno,198,3.508585858585859
19,Monday,2,invierno,198,3.482828282828283
21,Wednesday,12,invierno,197,3.4984771573604063
14,Sunday,9,otono,197,3.4685279187817257
6,Tuesday,10,otono,197,3.3213197969543145
13,Sunday,2,invierno,197,3.4624365482233506
20,Friday,10,otono,197,3.3756345177664975
4,Wednesday,3,primavera,197,3.578172588832487
10,Saturday,9,otono,197,3.4401015228426397
0,Monday,12,invierno,197,3.53502538071066
23,Wednesday,3,primavera,197,3.6274111675126903
20,Sunday,11,otono,197,3.5197969543147205
7,Thursday,9,otono,197,3.317766497461929
14,Sunday,3,primavera,196,3.572448979591837
6,Sunday,11,otono,196,3.4770408163265305
0,Monday,4,primavera,196,3.639795918367347
20,Saturday,10,otono,196,3.443877551020408
20,Friday,9,otono,196,3.5770408163265306
19,Thursday,1,invierno,196,3.6158163265306125
22,Tuesday,12,invierno,196,3.544387755102041
6,Friday,12,invierno,196,3.4770408163265305
9,Thursday,9,otono,196,3.3872448979591834
2,Friday,3,primavera,196,3.597448979591837
4,Tuesday,3,primavera,196,3.537755102040816
16,Tuesday,9,otono,196,3.3454081632653065
7,Friday,9,otono,196,3.3270408163265306
1,Saturday,6,verano,196,3.614795918367347
2,Sunday,7,verano,196,3.5581632653061224
0,Tuesday,11,otono,196,3.517857142857143
1,Tuesday,7,verano,196,3.525
6,Wednesday,6,verano,196,3.562755102040816
21,Saturday,1,invierno,196,3.4989795918367346
12,Sunday,9,otono,196,3.2448979591836733
13,Sunday,3,primavera,196,3.544387755102041
13,Tuesday,10,otono,196,3.4739795918367347
18,Friday,11,otono,195,3.56974358974359
19,Wednesday,9,otono,195,3.2989743589743585
10,Sunday,3,primavera,195,3.533846153846154
0,Saturday,4,primavera,195,3.590769230769231
1,Sunday,9,otono,195,3.5005128205128204
0,Wednesday,5,primavera,195,3.5733333333333333
22,Thursday,3,primavera,195,3.5774358974358975
9,Sunday,10,otono,195,3.301538461538461
21,Sunday,11,otono,195,3.6205128205128205
11,Tuesday,9,otono,195,3.2989743589743585
21,Sunday,1,invierno,195,3.5533333333333332
22,Thursday,2,invierno,195,3.527179487179487
5,Wednesday,4,primavera,195,3.612820512820513
1,Thursday,12,invierno,195,3.5297435897435894
16,Saturday,1,invierno,195,3.4928205128205128
17,Thursday,1,invierno,195,3.594358974358974
5,Monday,12,invierno,195,3.517948717948718
2,Saturday,7,verano,195,3.5358974358974358
0,Tuesday,4,primavera,194,3.5283505154639174
0,Monday,11,otono,194,3.507216494845361
21,Tuesday,3,primavera,194,3.515463917525773
9,Wednesday,9,otono,194,3.301546391752577
19,Saturday,10,otono,194,3.0917525773195873
11,Sunday,10,otono,194,3.2783505154639174
18,Tuesday,12,invierno,194,3.4298969072164947
14,Sunday,2,invierno,194,3.540721649484536
6,Thursday,2,invierno,194,3.4505154639175255
21,Saturday,2,invierno,194,3.605154639175258
22,Sunday,11,otono,193,3.4772020725388604
3,Friday,11,otono,193,3.3901554404145076
0,Friday,4,primavera,193,3.649222797927461
13,Friday,9,otono,193,3.4694300518134717
12,Sunday,2,invierno,193,3.5072538860103624
23,Sunday,2,invierno,193,3.477720207253886
23,Sunday,5,primavera,193,3.6336787564766837
1,Monday,3,primavera,193,3.635751295336788
4,Sunday,4,primavera,193,3.660103626943005
4,Friday,4,primavera,193,3.616580310880829
1,Thursday,6,verano,193,3.650259067357513
21,Wednesday,10,otono,193,3.3424870466321246
8,Sunday,3,primavera,193,3.54300518134715
7,Saturday,1,invierno,193,3.4720207253886013
22,Tuesday,5,primavera,193,3.598445595854922
23,Wednesday,4,primavera,193,3.610362694300518
22,Tuesday,3,primavera,192,3.5229166666666667
0,Tuesday,8,verano,192,3.563541666666667
0,Tuesday,6,verano,192,3.5755208333333335
20,Thursday,9,otono,192,3.422916666666667
7,Sunday,12,invierno,192,3.4416666666666664
17,Wednesday,2,invierno,192,3.532291666666667
7,Sunday,11,otono,192,3.3958333333333335
4,Wednesday,5,primavera,192,3.5364583333333335
19,Tuesday,2,invierno,192,3.5197916666666664
4,Monday,6,verano,192,3.6302083333333335
16,Thursday,1,invierno,192,3.4609375
21,Sunday,9,otono,192,3.384895833333333
0,Thursday,7,verano,192,3.5442708333333335
21,Thursday,2,invierno,192,3.5187500000000003
6,Monday,11,otono,192,3.4427083333333335
6,Wednesday,12,invierno,192,3.5005208333333333
6,Friday,2,invierno,192,3.453125
12,Monday,12,invierno,192,3.571354166666667
23,Monday,11,otono,192,3.5619791666666667
8,Friday,11,otono,191,3.553403141361257
8,Monday,9,otono,191,3.443455497382199
4,Wednesday,6,verano,191,3.65130890052356
18,Thursday,10,otono,191,3.4146596858638745
20,Thursday,2,invierno,191,3.5193717277486916
7,Saturday,2,invierno,191,3.456544502617801
13,Wednesday,10,otono,191,3.5104712041884816
3,Tuesday,12,invierno,191,3.4900523560209424
15,Tuesday,9,otono,191,3.387434554973822
20,Wednesday,10,otono,191,3.5633507853403144
2,Sunday,11,otono,191,3.505759162303665
23,Sunday,11,otono,191,3.519895287958115
2,Sunday,9,otono,191,3.300523560209424
15,Monday,2,invierno,191,3.4769633507853404
19,Wednesday,1,invierno,191,3.6460732984293194
5,Monday,5,primavera,191,3.610994764397906
5,Wednesday,6,verano,191,3.6277486910994763
12,Sunday,10,otono,191,3.356544502617801
6,Sunday,5,primavera,191,3.6099476439790577
9,Tuesday,1,invierno,191,3.526701570680628
0,Thursday,6,verano,191,3.614659685863874
5,Saturday,3,primavera,190,3.5652631578947367
18,Wednesday,12,invierno,190,3.5763157894736843
1,Wednesday,5,primavera,190,3.6157894736842104
14,Saturday,11,otono,190,3.502105263157895
2,Tuesday,5,primavera,190,3.5973684210526318
15,Sunday,3,primavera,190,3.513684210526316
9,Saturday,9,otono,190,3.46
12,Sunday,3,primavera,190,3.5478947368421054
3,Friday,4,primavera,190,3.65
13,Tuesday,3,primavera,190,3.528421052631579
12,Friday,11,otono,190,3.5052631578947366
12,Friday,9,otono,190,3.4194736842105264
1,Wednesday,11,otono,190,3.473684210526316
20,Sunday,1,invierno,190,3.5910526315789473
11,Monday,2,invierno,190,3.427894736842105
5,Friday,7,verano,189,3.6185185185185182
2,Friday,11,otono,189,3.450793650793651
11,Monday,9,otono,189,3.5063492063492068
16,Monday,2,invierno,189,3.4603174603174605
21,Tuesday,12,invierno,189,3.5222222222222226
13,Thursday,9,otono,189,3.3000000000000003
6,Thursday,3,primavera,189,3.5201058201058197
2,Wednesday,6,verano,189,3.622751322751323
23,Saturday,3,primavera,189,3.5756613756613755
15,Saturday,12,invierno,189,3.5423280423280423
16,Tuesday,2,invierno,189,3.3968253968253967
3,Friday,2,invierno,189,3.568253968253968
2,Wednesday,4,primavera,188,3.5797872340425534
3,Thursday,7,verano,188,3.5202127659574467
3,Saturday,5,primavera,188,3.6159574468085105
14,Saturday,1,invierno,188,3.529255319148936
12,Sunday,11,otono,188,3.601063829787234
3,Thursday,5,primavera,188,3.6175531914893617
11,Wednesday,9,otono,188,3.3122340425531918
15,Sunday,10,otono,188,3.5734042553191485
5,Sunday,7,verano,188,3.536170212765957
19,Tuesday,12,invierno,188,3.5531914893617023
19,Friday,9,otono,188,3.4117021276595745
11,Sunday,12,invierno,188,3.456382978723404
18,Sunday,3,primavera,188,3.5617021276595744
4,Saturday,8,verano,188,3.5398936170212765
9,Saturday,2,invierno,188,3.3622340425531916
19,Thursday,11,otono,188,3.529255319148936
4,Friday,6,verano,187,3.677540106951872
7,Friday,10,otono,187,3.4197860962566846
1,Sunday,4,primavera,187,3.6347593582887705
20,Wednesday,1,invierno,187,3.6310160427807485
23,Monday,12,invierno,187,3.5588235294117645
0,Wednesday,6,verano,187,3.556149732620321
8,Wednesday,11,otono,187,3.536898395721925
2,Thursday,6,verano,187,3.6315508021390377
17,Tuesday,10,otono,187,3.3839572192513367
20,Sunday,3,primavera,187,3.5438502673796792
22,Sunday,4,primavera,187,3.6491978609625666
18,Sunday,1,invierno,187,3.5502673796791444
6,Friday,7,verano,187,3.5256684491978607
7,Saturday,10,otono,187,3.242245989304813
1,Wednesday,12,invierno,187,3.5770053475935826
20,Thursday,3,primavera,187,3.5625668449197865
4,Tuesday,5,primavera,187,3.6133689839572196
10,Wednesday,10,otono,186,3.3548387096774195
2,Monday,4,primavera,186,3.5978494623655917
16,Tuesday,10,otono,186,3.3381720430107524
8,Sunday,1,invierno,186,3.517204301075269
11,Saturday,9,otono,186,3.3768817204301076
23,Thursday,6,verano,186,3.5876344086021503
22,Thursday,11,otono,186,3.5198924731182797
22,Sunday,7,verano,186,3.5908602150537634
23,Wednesday,6,verano,186,3.591935483870968
4,Friday,12,invierno,186,3.5655913978494627
7,Monday,2,invierno,186,3.5306451612903227
1,Thursday,7,verano,186,3.486559139784946
14,Saturday,3,primavera,186,3.5521505376344087
14,Tuesday,3,primavera,186,3.604301075268817
21,Monday,11,otono,186,3.5274193548387096
1,Friday,11,otono,186,3.5021505376344084
1,Friday,8,verano,186,3.593548387096774
7,Saturday,9,otono,186,3.4021505376344083
17,Tuesday,12,invierno,186,3.553225806451613
14,Sunday,10,otono,186,3.3123655913978496
20,Wednesday,2,invierno,186,3.463978494623656
5,Saturday,5,primavera,186,3.506451612903226
2,Saturday,8,verano,186,3.5940860215053765
19,Saturday,12,invierno,186,3.5344086021505374
4,Thursday,5,primavera,186,3.567204301075269
11,Sunday,3,primavera,186,3.5483870967741935
1,Saturday,4,primavera,185,3.647567567567567
18,Monday,1,invierno,185,3.5216216216216214
2,Tuesday,8,verano,185,3.5178378378378374
15,Wednesday,1,invierno,185,3.5259459459459457
20,Wednesday,3,primavera,185,3.5551351351351355
7,Monday,1,invierno,185,3.5556756756756753
4,Friday,5,primavera,185,3.581081081081081
12,Friday,10,otono,185,3.254054054054054
2,Thursday,12,invierno,185,3.5172972972972976
1,Sunday,8,verano,185,3.5216216216216214
16,Sunday,9,otono,185,3.368108108108108
16,Saturday,2,invierno,185,3.442162162162162
16,Thursday,9,otono,185,3.3064864864864867
20,Tuesday,3,primavera,185,3.568648648648649
22,Saturday,10,otono,185,3.2621621621621624
22,Monday,4,primavera,185,3.5243243243243243
18,Saturday,12,invierno,185,3.608108108108108
11,Friday,2,invierno,185,3.2913513513513513
3,Monday,5,primavera,185,3.641621621621622
2,Friday,7,verano,185,3.545945945945946
3,Monday,11,otono,185,3.516216216216216
23,Thursday,11,otono,185,3.4994594594594592
19,Sunday,3,primavera,185,3.5637837837837836
20,Monday,3,primavera,185,3.587567567567568
7,Sunday,2,invierno,184,3.3869565217391306
8,Saturday,12,invierno,184,3.5179347826086955
18,Tuesday,2,invierno,184,3.458152173913043
18,Tuesday,3,primavera,184,3.5929347826086957
18,Tuesday,6,verano,184,3.536413043478261
5,Monday,7,verano,184,3.489130434782609
7,Thursday,10,otono,184,3.242391304347826
0,Monday,5,primavera,184,3.6494565217391304
22,Monday,5,primavera,184,3.560326086956522
5,Thursday,4,primavera,184,3.6092391304347826
3,Saturday,8,verano,184,3.5630434782608695
12,Monday,8,verano,184,3.413586956521739
10,Thursday,10,otono,184,3.402717391304348
3,Saturday,7,verano,184,3.616304347826087
3,Friday,3,primavera,184,3.572282608695652
6,Tuesday,12,invierno,184,3.4831521739130435
21,Saturday,9,otono,184,3.4293478260869565
12,Tuesday,1,invierno,184,3.554891304347826
1,Tuesday,11,otono,184,3.5288043478260867
1,Thursday,4,primavera,184,3.6293478260869563
23,Saturday,10,otono,184,3.319021739130435
9,Thursday,10,otono,184,3.2989130434782608
12,Thursday,10,otono,184,3.4222826086956526
22,Sunday,6,verano,184,3.6282608695652177
1,Saturday,7,verano,184,3.5342391304347824
9,Saturday,1,invierno,183,3.4360655737704917
13,Tuesday,11,otono,183,3.478688524590164
9,Wednesday,10,otono,183,3.4306010928961745
13,Saturday,1,invierno,183,3.4934426229508193
15,Wednesday,9,otono,183,3.45464480874317
2,Monday,6,verano,183,3.6224043715846994
5,Friday,4,primavera,183,3.6207650273224044
7,Wednesday,10,otono,183,3.2759562841530054
18,Thursday,11,otono,183,3.4579234972677595
8,Tuesday,1,invierno,183,3.5497267759562843
17,Wednesday,1,invierno,183,3.572131147540984
8,Wednesday,1,invierno,183,3.515300546448087
19,Wednesday,10,otono,183,3.5136612021857925
11,Friday,1,invierno,183,3.5759562841530053
7,Wednesday,1,invierno,183,3.5475409836065577
20,Thursday,11,otono,183,3.5918032786885243
5,Monday,11,otono,183,3.469398907103825
0,Saturday,8,verano,183,3.5333333333333337
10,Saturday,7,verano,183,3.5797814207650274
23,Friday,7,verano,182,3.5670329670329672
20,Monday,1,invierno,182,3.5741758241758244
19,Monday,12,invierno,182,3.4945054945054945
23,Friday,4,primavera,182,3.6456043956043955
5,Sunday,6,verano,182,3.568681318681319
17,Tuesday,2,invierno,182,3.4796703296703293
18,Monday,12,invierno,182,3.5318681318681318
4,Thursday,7,verano,182,3.5280219780219784
17,Friday,2,invierno,182,3.5373626373626372
3,Wednesday,4,primavera,182,3.524175824175824
8,Tuesday,12,invierno,182,3.526923076923077
1,Tuesday,3,primavera,182,3.6021978021978023
1,Sunday,7,verano,182,3.551098901098901
21,Saturday,11,otono,182,3.5379120879120878
0,Thursday,4,primavera,182,3.6554945054945054
14,Friday,2,invierno,182,3.493406593406593
0,Wednesday,4,primavera,182,3.524175824175824
18,Wednesday,1,invierno,182,3.5280219780219784
17,Wednesday,3,primavera,181,3.607182320441989
18,Friday,1,invierno,181,3.532596685082873
18,Sunday,12,invierno,181,3.512154696132597
3,Saturday,4,primavera,181,3.598342541436464
20,Saturday,9,otono,181,3.3640883977900553
7,Thursday,11,otono,181,3.5861878453038676
5,Saturday,4,primavera,181,3.6453038674033147
4,Thursday,6,verano,181,3.613259668508287
15,Saturday,1,invierno,181,3.544198895027624
23,Sunday,12,invierno,181,3.5508287292817684
2,Sunday,6,verano,181,3.610497237569061
16,Monday,12,invierno,181,3.51767955801105
2,Tuesday,6,verano,181,3.5281767955801104
16,Sunday,3,primavera,181,3.5574585635359113
23,Monday,4,primavera,181,3.6127071823204417
12,Tuesday,3,primavera,181,3.6580110497237572
9,Thursday,2,invierno,181,3.5535911602209946
14,Monday,8,verano,181,3.298342541436464
6,Thursday,11,otono,181,3.5386740331491713
6,Sunday,8,verano,181,3.513259668508287
23,Wednesday,7,verano,181,3.538121546961326
12,Monday,2,invierno,181,3.4569060773480667
10,Monday,3,primavera,181,3.564640883977901
14,Tuesday,12,invierno,180,3.565555555555555
3,Tuesday,6,verano,180,3.592777777777778
21,Thursday,11,otono,180,3.503888888888889
5,Friday,8,verano,180,3.3988888888888886
13,Thursday,10,otono,180,3.566111111111111
11,Monday,10,otono,180,3.286111111111111
22,Wednesday,5,primavera,180,3.4377777777777774
18,Friday,9,otono,180,3.316666666666667
10,Thursday,3,primavera,180,3.541111111111111
8,Sunday,2,invierno,180,3.467777777777778
10,Tuesday,10,otono,179,3.537988826815642
23,Saturday,6,verano,179,3.619553072625698
15,Friday,9,otono,179,3.543575418994413
16,Sunday,1,invierno,179,3.5279329608938546
17,Monday,2,invierno,179,3.446368715083799
1,Sunday,6,verano,179,3.63072625698324
15,Thursday,9,otono,179,3.5575418994413406
7,Tuesday,10,otono,179,3.3776536312849164
21,Friday,5,primavera,179,3.66145251396648
22,Friday,4,primavera,179,3.594413407821229
22,Friday,5,primavera,179,3.575977653631285
18,Wednesday,10,otono,179,3.470949720670391
0,Friday,5,primavera,179,3.6089385474860336
22,Friday,7,verano,179,3.51340782122905
23,Wednesday,5,primavera,179,3.606145251396648
3,Tuesday,7,verano,179,3.5972067039106146
19,Monday,1,invierno,179,3.5217877094972065
13,Sunday,10,otono,179,3.429608938547486
13,Thursday,1,invierno,179,3.49608938547486
8,Saturday,2,invierno,179,3.281564245810056
17,Wednesday,9,otono,179,3.4385474860335195
8,Thursday,1,invierno,179,3.484916201117318
22,Wednesday,7,verano,179,3.5312849162011175
14,Monday,2,invierno,179,3.539664804469274
8,Saturday,10,otono,179,3.235754189944134
20,Monday,2,invierno,179,3.5234636871508385
9,Sunday,11,otono,178,3.5224719101123596
11,Thursday,2,invierno,178,3.4831460674157304
14,Tuesday,5,primavera,178,3.5747191011235953
15,Tuesday,7,verano,178,3.5286516853932586
15,Sunday,12,invierno,178,3.58876404494382
14,Thursday,3,primavera,178,3.5466292134831456
8,Saturday,1,invierno,178,3.4157303370786516
17,Tuesday,11,otono,178,3.4865168539325846
6,Monday,12,invierno,178,3.3814606741573034
9,Wednesday,3,primavera,178,3.55561797752809
1,Wednesday,4,primavera,178,3.6202247191011234
19,Thursday,12,invierno,178,3.5488764044943824
2,Wednesday,5,primavera,178,3.634831460674157
0,Sunday,5,primavera,178,3.6168539325842692
20,Monday,4,primavera,178,3.6589887640449437
23,Sunday,7,verano,178,3.58876404494382
14,Sunday,4,primavera,177,3.633898305084746
15,Saturday,10,otono,177,3.4779661016949155
16,Sunday,2,invierno,177,3.503954802259887
14,Tuesday,1,invierno,177,3.5050847457627117
14,Thursday,12,invierno,177,3.5604519774011303
19,Wednesday,12,invierno,177,3.5146892655367235
19,Thursday,9,otono,177,3.4717514124293785
11,Sunday,2,invierno,177,3.4762711864406777
14,Sunday,7,verano,177,3.596045197740113
14,Monday,4,primavera,177,3.5610169491525423
1,Sunday,11,otono,177,3.5259887005649717
8,Sunday,11,otono,177,3.52316384180791
8,Sunday,12,invierno,177,3.609604519774011
6,Sunday,4,primavera,177,3.617514124293785
12,Monday,9,otono,177,3.436723163841808
21,Thursday,3,primavera,177,3.565536723163842
6,Tuesday,7,verano,177,3.498870056497175
20,Thursday,10,otono,177,3.3757062146892656
20,Tuesday,5,primavera,177,3.5514124293785314
13,Monday,2,invierno,177,3.534463276836158
7,Sunday,7,verano,177,3.573446327683616
13,Friday,10,otono,177,3.3870056497175143
3,Sunday,5,primavera,177,3.6706214689265537
6,Friday,3,primavera,177,3.544067796610169
4,Wednesday,4,primavera,177,3.598870056497175
22,Monday,6,verano,177,3.571186440677966
5,Tuesday,8,verano,177,3.527118644067796
0,Monday,8,verano,177,3.5864406779661016
15,Saturday,2,invierno,177,3.484745762711864
10,Tuesday,1,invierno,176,3.565340909090909
23,Saturday,7,verano,176,3.5778409090909093
14,Wednesday,11,otono,176,3.527272727272727
16,Wednesday,9,otono,176,3.36875
5,Friday,6,verano,176,3.628977272727273
13,Sunday,9,otono,176,3.2880681818181823
7,Wednesday,3,primavera,176,3.5568181818181817
8,Thursday,11,otono,176,3.5744318181818184
9,Thursday,11,otono,176,3.564772727272727
10,Sunday,1,invierno,176,3.505113636363636
17,Thursday,11,otono,176,3.4681818181818183
6,Saturday,11,otono,176,3.3767045454545452
15,Thursday,1,invierno,176,3.533522727272727
15,Tuesday,11,otono,176,3.575
22,Saturday,7,verano,176,3.5642045454545452
7,Saturday,3,primavera,176,3.5414772727272723
12,Sunday,12,invierno,176,3.534090909090909
18,Sunday,9,otono,176,3.3142045454545452
9,Tuesday,2,invierno,176,3.536363636363636
9,Tuesday,10,otono,176,3.4522727272727276
16,Sunday,10,otono,175,3.3045714285714283
16,Thursday,11,otono,175,3.517714285714286
10,Sunday,12,invierno,175,3.4811428571428573
5,Monday,4,primavera,175,3.6811428571428575
14,Wednesday,10,otono,175,3.345142857142857
23,Thursday,4,primavera,175,3.630285714285714
17,Thursday,9,otono,175,3.3794285714285714
2,Thursday,5,primavera,175,3.6405714285714286
2,Thursday,8,verano,175,3.5662857142857143
18,Saturday,1,invierno,175,3.5028571428571427
13,Tuesday,2,invierno,175,3.414285714285714
14,Friday,9,otono,175,3.479428571428571
14,Friday,10,otono,175,3.4411428571428573
12,Friday,2,invierno,175,3.4388571428571426
10,Monday,12,invierno,175,3.4759999999999995
12,Thursday,9,otono,175,3.3662857142857145
11,Tuesday,1,invierno,175,3.58
19,Wednesday,3,primavera,175,3.5622857142857143
5,Wednesday,7,verano,175,3.6137142857142854
21,Wednesday,6,verano,175,3.6359999999999997
6,Sunday,6,verano,175,3.5617142857142854
23,Saturday,5,primavera,175,3.64
23,Tuesday,7,verano,175,3.5211428571428574
14,Saturday,10,otono,174,3.344252873563218
